# MOISTURE,KNOT_RATIO,TREERING,E,DENSITY,BEAMHEIGHT,BENDING_STRENGTH,STIFFNES
# %,-,MM,N/MM2,KG/M3,CM,N/MM2,N/MM
1.430000000000000071e+01,2.600000000000000089e-01,3.540000000000000036e+00,1.348900000000000000e+04,6.520000000000000000e+02,1.660000000000000000e+02,4.960000000000000142e+01,1.277367424242424477e+03
1.340000000000000036e+01,2.899999999999999800e-01,2.770000000000000018e+00,1.261900000000000000e+04,6.380000000000000000e+02,1.640000000000000000e+02,3.889999999999999858e+01,1.209643404907975992e+03
1.419999999999999929e+01,2.999999999999999889e-01,3.069999999999999840e+00,1.402900000000000000e+04,6.480000000000000000e+02,1.650000000000000000e+02,2.069999999999999929e+01,1.336604420731707933e+03
1.400000000000000000e+01,1.300000000000000044e-01,3.580000000000000071e+00,1.557000000000000000e+04,5.810000000000000000e+02,1.930000000000000000e+02,4.939999999999999858e+01,1.267089843750000455e+03
1.309999999999999964e+01,3.300000000000000155e-01,3.290000000000000036e+00,1.100400000000000000e+04,6.160000000000000000e+02,1.930000000000000000e+02,3.470000000000000284e+01,8.955078125000002274e+02
1.330000000000000071e+01,1.400000000000000133e-01,3.959999999999999964e+00,1.449200000000000000e+04,5.730000000000000000e+02,1.920000000000000000e+02,4.900000000000000000e+01,1.185536649214660201e+03
1.359999999999999964e+01,2.600000000000000089e-01,6.429999999999999716e+00,8.883000000000000000e+03,6.200000000000000000e+02,1.930000000000000000e+02,3.370000000000000284e+01,7.229003906250002274e+02
1.459999999999999964e+01,3.400000000000000244e-01,2.399999999999999911e+00,9.790000000000000000e+03,7.810000000000000000e+02,1.930000000000000000e+02,4.570000000000000284e+01,7.967122395833335986e+02
1.419999999999999929e+01,2.600000000000000089e-01,6.200000000000000178e+00,1.260600000000000000e+04,5.250000000000000000e+02,1.930000000000000000e+02,3.800000000000000000e+01,1.025878906250000227e+03
1.440000000000000036e+01,2.200000000000000011e-01,4.190000000000000391e+00,1.720200000000000000e+04,6.270000000000000000e+02,1.920000000000000000e+02,4.070000000000000284e+01,1.407231675392670695e+03
1.350000000000000000e+01,2.399999999999999911e-01,4.610000000000000320e+00,1.312300000000000000e+04,5.530000000000000000e+02,1.910000000000000000e+02,5.879999999999999716e+01,1.079194078947368553e+03
1.319999999999999929e+01,2.800000000000000266e-01,3.410000000000000142e+00,1.410700000000000000e+04,5.490000000000000000e+02,1.930000000000000000e+02,5.400000000000000000e+01,1.148030598958333712e+03
1.419999999999999929e+01,5.799999999999999600e-01,4.120000000000000107e+00,1.314500000000000000e+04,5.700000000000000000e+02,1.920000000000000000e+02,5.500000000000000000e+01,1.075343586387434925e+03
1.480000000000000071e+01,2.300000000000000100e-01,4.959999999999999964e+00,1.149400000000000000e+04,5.650000000000000000e+02,1.930000000000000000e+02,5.089999999999999858e+01,9.353841145833335986e+02
1.440000000000000036e+01,2.300000000000000100e-01,5.790000000000000036e+00,1.163000000000000000e+04,5.370000000000000000e+02,1.920000000000000000e+02,2.930000000000000071e+01,9.514070680628275340e+02
1.400000000000000000e+01,2.200000000000000011e-01,5.389999999999999680e+00,1.187100000000000000e+04,4.800000000000000000e+02,1.920000000000000000e+02,3.539999999999999858e+01,9.711223821989532325e+02
1.380000000000000071e+01,1.900000000000000022e-01,4.240000000000000213e+00,1.041800000000000000e+04,5.150000000000000000e+02,1.930000000000000000e+02,3.119999999999999929e+01,8.478190104166668561e+02
1.400000000000000000e+01,1.400000000000000133e-01,4.700000000000000178e+00,1.381900000000000000e+04,5.820000000000000000e+02,1.900000000000000000e+02,5.710000000000000142e+01,1.142443783068783432e+03
1.540000000000000036e+01,2.999999999999999889e-01,3.540000000000000036e+00,1.146900000000000000e+04,6.200000000000000000e+02,1.930000000000000000e+02,4.150000000000000000e+01,9.333496093750002274e+02
1.319999999999999929e+01,3.499999999999999778e-01,4.519999999999999574e+00,1.373100000000000000e+04,5.630000000000000000e+02,1.920000000000000000e+02,2.880000000000000071e+01,1.123282068062827648e+03
1.350000000000000000e+01,2.899999999999999800e-01,4.290000000000000036e+00,1.210400000000000000e+04,5.720000000000000000e+02,1.930000000000000000e+02,3.379999999999999716e+01,9.850260416666668561e+02
1.440000000000000036e+01,2.200000000000000011e-01,3.680000000000000160e+00,1.222000000000000000e+04,5.350000000000000000e+02,1.920000000000000000e+02,5.360000000000000142e+01,9.996727748691102988e+02
1.409999999999999964e+01,2.500000000000000000e-01,4.040000000000000036e+00,1.623700000000000000e+04,6.270000000000000000e+02,1.930000000000000000e+02,4.170000000000000284e+01,1.321370442708333712e+03
1.440000000000000036e+01,3.499999999999999778e-01,5.669999999999999929e+00,1.116400000000000000e+04,4.930000000000000000e+02,1.930000000000000000e+02,3.030000000000000071e+01,9.085286458333335986e+02
1.409999999999999964e+01,4.000000000000000222e-01,3.680000000000000160e+00,9.882000000000000000e+03,5.000000000000000000e+02,1.920000000000000000e+02,1.710000000000000142e+01,8.084096858638746426e+02
1.459999999999999964e+01,1.400000000000000133e-01,5.280000000000000249e+00,1.186600000000000000e+04,5.190000000000000000e+02,1.930000000000000000e+02,3.089999999999999858e+01,9.656575520833335986e+02
1.440000000000000036e+01,3.200000000000000067e-01,4.089999999999999858e+00,1.104500000000000000e+04,5.310000000000000000e+02,1.920000000000000000e+02,3.339999999999999858e+01,9.035503926701574073e+02
1.330000000000000071e+01,1.499999999999999944e-01,4.549999999999999822e+00,1.157900000000000000e+04,5.160000000000000000e+02,1.920000000000000000e+02,3.289999999999999858e+01,9.472349476439793534e+02
1.380000000000000071e+01,2.999999999999999889e-01,5.000000000000000000e+00,1.048100000000000000e+04,4.490000000000000000e+02,1.930000000000000000e+02,3.119999999999999929e+01,8.529459635416668561e+02
1.130000000000000071e+01,2.300000000000000100e-01,5.150000000000000355e+00,1.336300000000000000e+04,5.320000000000000000e+02,1.920000000000000000e+02,4.100000000000000000e+01,1.093177356020942625e+03
1.280000000000000071e+01,5.400000000000000355e-01,5.730000000000000426e+00,1.311500000000000000e+04,5.680000000000000000e+02,1.920000000000000000e+02,3.920000000000000284e+01,1.072889397905759552e+03
1.390000000000000036e+01,2.800000000000000266e-01,3.000000000000000000e+00,1.255900000000000000e+04,5.890000000000000000e+02,1.920000000000000000e+02,6.150000000000000000e+01,1.027405104712042203e+03
1.380000000000000071e+01,2.099999999999999922e-01,2.899999999999999911e+00,1.257200000000000000e+04,5.890000000000000000e+02,1.920000000000000000e+02,5.539999999999999858e+01,1.028468586387434925e+03
1.290000000000000036e+01,2.200000000000000011e-01,4.290000000000000036e+00,1.233900000000000000e+04,5.670000000000000000e+02,1.930000000000000000e+02,5.350000000000000000e+01,1.004150390625000227e+03
1.359999999999999964e+01,2.200000000000000011e-01,4.809999999999999609e+00,1.180800000000000000e+04,5.440000000000000000e+02,1.920000000000000000e+02,5.689999999999999858e+01,9.659685863874348115e+02
1.390000000000000036e+01,2.700000000000000178e-01,4.169999999999999929e+00,1.229200000000000000e+04,5.330000000000000000e+02,1.920000000000000000e+02,3.100000000000000000e+01,1.005562827225131173e+03
1.209999999999999964e+01,3.300000000000000155e-01,5.049999999999999822e+00,9.641000000000000000e+03,4.900000000000000000e+02,1.910000000000000000e+02,3.760000000000000142e+01,7.928453947368423087e+02
1.380000000000000071e+01,2.600000000000000089e-01,5.889999999999999680e+00,1.050200000000000000e+04,5.350000000000000000e+02,1.920000000000000000e+02,2.160000000000000142e+01,8.591295811518327810e+02
1.409999999999999964e+01,4.000000000000000222e-01,3.910000000000000142e+00,9.556000000000000000e+03,4.910000000000000000e+02,1.920000000000000000e+02,3.300000000000000000e+01,7.817408376963353476e+02
1.419999999999999929e+01,2.099999999999999922e-01,4.540000000000000036e+00,1.146100000000000000e+04,4.970000000000000000e+02,1.920000000000000000e+02,3.629999999999999716e+01,9.375818062827228232e+02
1.369999999999999929e+01,1.400000000000000133e-01,7.580000000000000071e+00,1.122800000000000000e+04,5.120000000000000000e+02,1.910000000000000000e+02,4.629999999999999716e+01,9.233552631578949104e+02
1.350000000000000000e+01,5.200000000000000178e-01,3.930000000000000160e+00,1.207500000000000000e+04,5.050000000000000000e+02,1.930000000000000000e+02,3.300000000000000000e+01,9.826660156250002274e+02
1.359999999999999964e+01,4.299999999999999933e-01,5.820000000000000284e+00,9.469000000000000000e+03,4.570000000000000000e+02,1.920000000000000000e+02,2.939999999999999858e+01,7.746236910994766731e+02
1.150000000000000000e+01,1.499999999999999944e-01,5.059999999999999609e+00,1.245600000000000000e+04,5.890000000000000000e+02,1.730000000000000000e+02,4.060000000000000142e+01,1.131540697674418880e+03
1.269999999999999929e+01,2.700000000000000178e-01,6.429999999999999716e+00,9.706000000000000000e+03,4.670000000000000000e+02,1.970000000000000000e+02,3.670000000000000284e+01,7.737563775510207051e+02
1.359999999999999964e+01,1.799999999999999933e-01,5.879999999999999893e+00,9.449000000000000000e+03,4.570000000000000000e+02,1.970000000000000000e+02,2.680000000000000071e+01,7.532684948979594992e+02
1.409999999999999964e+01,2.200000000000000011e-01,6.169999999999999929e+00,1.290800000000000000e+04,5.930000000000000000e+02,1.970000000000000000e+02,3.560000000000000142e+01,1.029017857142857338e+03
1.450000000000000000e+01,3.400000000000000244e-01,5.719999999999999751e+00,1.175300000000000000e+04,4.910000000000000000e+02,1.960000000000000000e+02,3.750000000000000000e+01,9.417467948717950321e+02
1.490000000000000036e+01,3.200000000000000067e-01,6.610000000000000320e+00,1.287900000000000000e+04,5.920000000000000000e+02,1.970000000000000000e+02,2.619999999999999929e+01,1.026705994897959499e+03
1.369999999999999929e+01,2.399999999999999911e-01,8.199999999999999289e+00,9.296000000000000000e+03,5.070000000000000000e+02,1.970000000000000000e+02,2.500000000000000000e+01,7.410714285714287826e+02
1.340000000000000036e+01,2.500000000000000000e-01,7.129999999999999893e+00,9.576000000000000000e+03,4.890000000000000000e+02,1.970000000000000000e+02,1.710000000000000142e+01,7.633928571428574514e+02
1.440000000000000036e+01,1.900000000000000022e-01,3.390000000000000124e+00,1.341300000000000000e+04,5.800000000000000000e+02,1.960000000000000000e+02,5.089999999999999858e+01,1.074759615384615472e+03
1.380000000000000071e+01,6.199999999999999956e-01,4.570000000000000284e+00,1.373400000000000000e+04,5.530000000000000000e+02,1.960000000000000000e+02,3.019999999999999929e+01,1.100480769230769511e+03
1.480000000000000071e+01,3.699999999999999956e-01,3.430000000000000160e+00,1.245500000000000000e+04,5.390000000000000000e+02,1.980000000000000000e+02,3.270000000000000284e+01,9.878648477157362322e+02
1.390000000000000036e+01,2.600000000000000089e-01,5.570000000000000284e+00,1.212800000000000000e+04,5.210000000000000000e+02,1.980000000000000000e+02,3.339999999999999858e+01,9.619289340101524886e+02
1.359999999999999964e+01,1.400000000000000133e-01,5.709999999999999964e+00,1.129600000000000000e+04,5.060000000000000000e+02,1.750000000000000000e+02,2.930000000000000071e+01,1.014367816091954296e+03
1.380000000000000071e+01,3.300000000000000155e-01,6.730000000000000426e+00,1.130200000000000000e+04,5.060000000000000000e+02,1.750000000000000000e+02,3.279999999999999716e+01,1.014906609195402552e+03
1.409999999999999964e+01,2.600000000000000089e-01,9.000000000000000000e+00,7.166000000000000000e+03,4.480000000000000000e+02,1.750000000000000000e+02,1.869999999999999929e+01,6.434985632183910411e+02
1.219999999999999929e+01,1.900000000000000022e-01,4.419999999999999929e+00,1.093600000000000000e+04,5.470000000000000000e+02,1.970000000000000000e+02,1.989999999999999858e+01,8.718112244897962455e+02
1.259999999999999964e+01,2.500000000000000000e-01,5.290000000000000036e+00,1.004100000000000000e+04,5.320000000000000000e+02,1.750000000000000000e+02,2.230000000000000071e+01,9.016702586206899923e+02
1.280000000000000071e+01,2.899999999999999800e-01,6.700000000000000178e+00,1.068900000000000000e+04,5.380000000000000000e+02,1.750000000000000000e+02,2.860000000000000142e+01,9.598599137931037149e+02
1.409999999999999964e+01,1.799999999999999933e-01,5.559999999999999609e+00,1.365200000000000000e+04,5.170000000000000000e+02,1.750000000000000000e+02,4.739999999999999858e+01,1.225933908045977432e+03
1.269999999999999929e+01,4.500000000000000111e-01,7.379999999999999893e+00,9.358000000000000000e+03,4.650000000000000000e+02,1.970000000000000000e+02,2.310000000000000142e+01,7.460140306122451648e+02
1.309999999999999964e+01,4.500000000000000111e-01,4.900000000000000355e+00,1.243300000000000000e+04,5.390000000000000000e+02,1.750000000000000000e+02,3.189999999999999858e+01,1.116469109195402552e+03
1.390000000000000036e+01,3.300000000000000155e-01,5.280000000000000249e+00,1.072100000000000000e+04,5.340000000000000000e+02,1.740000000000000000e+02,2.880000000000000071e+01,9.682984104046246330e+02
1.340000000000000036e+01,2.000000000000000111e-01,7.330000000000000071e+00,7.821000000000000000e+03,4.510000000000000000e+02,1.750000000000000000e+02,2.110000000000000142e+01,7.023168103448278998e+02
1.290000000000000036e+01,1.900000000000000022e-01,5.160000000000000142e+00,1.407500000000000000e+04,5.320000000000000000e+02,1.750000000000000000e+02,4.870000000000000284e+01,1.263918821839080920e+03
1.350000000000000000e+01,3.900000000000000133e-01,8.500000000000000000e+00,9.093000000000000000e+03,4.760000000000000000e+02,1.970000000000000000e+02,2.380000000000000071e+01,7.248883928571431170e+02
1.369999999999999929e+01,2.600000000000000089e-01,4.639999999999999680e+00,1.333100000000000000e+04,5.240000000000000000e+02,1.740000000000000000e+02,3.119999999999999929e+01,1.204028179190751871e+03
